isbn;title;author
0373122691;The Pregnant Bride (Harlequin Presents);Catherine Spencer
0373122675;To Marry McCloud  (Bachelor Cousins) (Harlequin Presents, 2267);Carole Mortimer
0812507274;Love Talker;Elizabeth Peters
0070506728;Miracle at Midway;Gordon William Prange
0525932593;Hill Towns of Italy;Richard Kauffman
0810913763;The National Geographic Society: 100 Years of Adventure and Discovery;C.D.B. Bryan
0865470561;Mrs. Bridge : A Novel;Evan S. Connell
0688159141;Gates of Eden;Ethan Coen
039449461X;Far Tortuga;Peter Matthiessen
0449908615;Star Country;Jill Robinson
0963440349;Where the Locals Eat: A Guide to the Best Restaurants in America;Magellan Press
0312045875;The Route 66 Traveler's Guide and Roadside Companion;Tom Snyder
0671769316;NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST;Doug Kirby
0806515015;The Cockroach Hall of Fame: And 101 Other Off-The-Wall Museums;Sandra Gurvis
0767900936;Eat Your Way Across the U.S.A: 500 Diners, Farmland Buffets, Lobster Shacks, Pie Palaces, and Other All-American Eateries;Jane Stern
0060965991;Roadfood;Jane Stern
1559581719;The Food Lover's Handbook to the Southwest: Where to Find the Very Best Restaurants, Gourmet Shops, Outdoor Markets, Food Fiestas;Dave Dewitt
0553213938;The Custom of the Country;Edith Wharton
1551668122;Night Of The Black Bird;Heather Graham
0345444078;Shadows over Innsmouth;Stephen Jones
0802137040;Exploration of the Valley of the Amazon;William Lewis Herndon
1860461670;Miss Smilla's Feeling for Snow;Peter Hoeg
0375410198;The Feast of Love : A Novel;CHARLES BAXTER
0375700153;The Troublesome Offspring of Cardinal Guzman;LOUIS DE BERNIERES
0451190548;The Green Mile: Coffey's Hands (Green Mile Series);Stephen King
0671553046;Life Support;Tess Gerritsen
0553232940;Escape (Choose Your Own Adventure, No 20);R. A. Montgomery
059010683X;Hanson: An Unauthorized Biography;Marie T. Morreale
043942089X;The Thief Lord;Cornelia Funke
0684849224;Advanced Sex Tips for Girls: This Time It's Personal;Cynthia Heimel
0006392466;Working Class Zero;Rob Payne
0452283825;Baggage;Emily Barr
044661050X;The Diary of V : The Breakup (Diary of V);Debra Kent
0425176045;Falling Bodies;Andrew Mark
0449006158;The Night Inspector: A Novel (Ballantine Reader's Circle);Frederick Busch
0486280381;Civil War Stories (Dover Thrift Editions);Ambrose Bierce
0671749102;Principle Centered Leadership;Stephen Covey
0687287529;Becoming a Thinking Christian;John B., Jr. Cobb
0142003735;Old Flames;John Lawton
0451168429;Depraved Indifference;Robert K. Tanenbaum
006055584X;Mission Compromised;Oliver L. North
0312104324;The Bluestocking: The Story of the Famous Forrest Divorce Case;David Delman
0552138428;The Brentford Triangle;Robert Rankin
0425180468;Fax Me a Bagel;Sharon Kahn
0060092165;Two Cooks A-Killing : An Angie Amalfi Mystery;Joanne Pence
0061094234;Dirt;Stuart Woods
0425169855;Date With the Perfect Dead Man (Hannah and Kiki Mysteries);Annie Griffin
0061099805;Swimming to Catalina;Stuart Woods
0061093491;Dead in the Water;Stuart Woods
0061090808;New York Dead;Stuart Woods
0440223709;Taken to the Cleaners (Mandy Dyer Mystery);Dolores Johnson
157566691X;Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback));Leslie Meier
0140272852;Amistad;A. Pate
9057592029;ErzsÃ©bet: Roman;Hanna de Heus
0373121873;The Marriage Arrangement;Helen Bianchin
1583483322;And Not  Make Dreams Your Master;Stephen Goldin
1551668254;Road Taken;Rona Jaffe
0151004218;All the Names;Jose Saramago
0812970802;Girl Meets God : A Memoir;Lauren F. Winner
0830708200;Psalms for God's People: A Bible Commentary for Laymen;Robert K., Johnston
0385249640;Parenting an Only Child: The Joys and Challenges of Raising Your One and Only;Susan Newman Ph.D
0590032496;Witches , The;Roald Dahl
1863738487;Crew;Tony McGowan
0749720409;The Midnight Ride of Thomas the Tank Engine (Thomas the Tank Engine);Owain Bell
0330363239;Dirt music;Tim Winton
0553480669;Anne of the Island (The Anne of Green Gables Novels, No. 3);L. M. Montgomery
0140318909;Boy: Tales of Childhood (Puffin Story Books);Roald Dahl
0553269216;Rainbow Valley (Anne of Green Gables Novels (Paperback));L. M. Montgomery
0671000500;The WEDDING DAY MYSTERY NANCY DREW 136;Carolyn Keene
0671663194;PICTURE-PERFECT MYSTERY (NANCY DREW 94) : PICTURE-PERFECT MYSTERY (Nancy Drew, No 94);Carolyn Keene
0671464612;BROKEN ANCHOR ND P (Nancy Drew (Paperback));Carolyn Keene
0440220653;The Face on the Milk Carton;Caroline B. Cooney
0440210224;Children of the River (Laurel-Leaf Contemporary Fiction);Linda Crew
0064405842;Catherine, Called Birdy (Trophy Newbery);Karen Cushman
0671001787;Alaska;Frank Lauria
0743407865;Brave New Girl;Louisa Luna
8308033555;Ono;Dorota Terakowska
3548602746;Die Seekarte.;Arturo Perez-Reverte
379511733X;Flut.;Wolfgang Hohlbein
3548256007;Die ZuckerbÃ?Â¤ckerin.;Petra Durst-Benning
3548255329;FÃ?Â¼nf Viertel einer Orange.;Joanne Harris
354825621X;Chocolat. Das Buch zum Film.;Joanne Harris
3716022799;Schattenkinder.;Margaret Forster
3548364160;Die weiÃ?Â?e Hexe. Meine Abenteuer in Afrika.;Ilona Maria Hilliges
3548257615;Die GlasblÃ?Â¤serin.;Petra Durst-Benning
3548256910;Die Amerikanerin.;Petra Durst-Benning
3426622548;Die Hexe und die Heilige.;Ulrike Schweikert
0060987324;Girlfriend in a Coma;Douglas Coupland
3453863712;Die Orks.;Stan Nicholls
0192823507;Wuthering Heights (The World's Classics);Emily Bronte
0679986375;Stargirl;JERRY SPINELLI
8423333205;Nosotros Que No Somos Como;Luca Etxebarria
1740595939;Rite of Passage: Tales of Backpacking 'Round Europe (Lonely Planet Journeys (Travel Literature));Lisa Johnson
0609604511;A Recipe for Bees;Gail Anderson-Dargatz
2070364178;Silbermann;Jacques Lacretelle
0062505521;I Have a Dream - 40th Anniversary Edition : Writings and Speeches That Changed the World;Martin  Luther King
0449911411;And I Don't Want to Live This Life;Deborah Spungen
007212248X;Oracle8I for Windows Nt Starter Kit (Oracle Press S.);Steve Bobrowski
0452254345;Growing Up;Russell Baker
0807115258;Dollar Road: A Novel;Kjartan Flogstad
0486290816;The Gambler (Dover Thrift Editions);Fyodor Dostoyevsky
0880015829;The Sheltering Sky;Paul Bowles
0449225313;The Mark of the Assassin;Daniel Silva
0553240765;Shane;Jack Schaefer
0609603825;The Forest;EDWARD RUTHERFURD
0765349671;The Da Vinci Legacy;Lewis Perdue
0553585843;Fountain of Secrets (Get Connected Romances);Josie Litton
0425192733;Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime);Patricia Cornwell
0060525460;The Beachcomber;Josephine Cox
0446326925;Wild Orchids;Karen Robards
0449206246;The Wheel of Fortune;Susan Howatch
155166285X;If Looks Could Kill;Heather Graham Pozzessere
0449207102;Source;James A. Michener
0385471998;Come As You Are: The Story of Nirvana;Michael Azerrad
0553575104;In Pursuit of the Proper Sinner;Elizabeth George
0895771845;The scarlet letter (The World's best reading);Nathaniel Hawthorne
0451403703;The Hangman's Beautiful Daughter;Sharyn McCrumb
0812564804;Delusion;Joanna Elm
0380756226;Crowd Pleasers;Rosemary Rogers
0812589718;Daughter of God;Lewis Perdue
0812571789;The Predators;Harold Robbins
0449222713;Black Opal;VICTORIA HOLT
0449215482;The Silk Vendetta;Victoria Holt
0345327454;Thai Horse;William Diehl
0821720600;Flowers from Berlin;Noel Hynd
0913367346;Just Like Jesus;Max Lucado
0892211105;China Cry;Nora Lam
0671701045;THING OF BEAUTY;Natasha Tabori Fried
0688084923;Morning, Noon, and Night;Sidney Sheldon
0440235146;A Sudden Change of Heart;Barbara Taylor Bradford
0445044454;Sisters And Strangers;Helen Van Slyke
0446301809;Daughters of the Shining City;Aola Vandergriff
0553573489;Circumstantial Evidence;Pete Earley
0786889411;Rock This!;Chris Rock
0671496107;Immortal Poems of the English Language;Oscar Williams
0553257196;Black Orchids (Nero Wolfe Mysteries (Paperback));Rex Stout
055321246X;Walden and Other Writings;HENRY DAVID THOREAU
0451526368;Northanger Abbey (Signet Classic);Jane Austen
0590433881;Kristy's Great Idea (Baby-Sitters Club, 1);Ann M. Martin
0974375861;They Came Home: Korean War POWs Tell Their Stories;Pat McGrath Avery
0974375853;Hickerdoodle Meets a Chigger;Lisa Brez
0671522647;"GUMP &amp; CO.";Winston Groom
0671541005;1ST AMONG EQUALS X;Archer
0933662599;Survival Kit for Overseas Living: For Americans Planning to Live and Work Abroad;L. Robert Kohls
0863186602;New Pregnancy and Birth Book;Miriam Stoppard
0525941908;The Regulators;Richard Bachman
0767915054;A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3);HAVEN KIMMEL
038533396X;How I Accidentally Joined the Vast Right-Wing Conspiracy: (And Found Inner Peace);Harry Stein
0394566300;Decorating Rich: How to Achieve a Monied Look Without Spending a Fortune;Teri Seidman
0842365826;And the Shofar Blew (Moving Fiction);Francine Rivers
0736907386;The Remarkable Women of the Bible Growth: And Their Message for Your Life Today;Elizabeth George
1576734005;Distant Bells (Alabaster Books);Diane Noble
0375700145;Senor Vivo and the Coca Lord;LOUIS DE BERNIERES
0452284449;The Virgin Blue;Tracy Chevalier
0312195168;Night Talk : A Novel;Elizabeth Cox
0446610542;The Bachelor (Warner Books Contemporary Romance);Carly Phillips
0679750169;The Romance of Tristan and Iseult (Vintage Classics);Joseph Bedier
051759675X;Perfect Little Angels/Gift Book With 10 Notecards and Envelopes;Russell Ash
0671759299;My Girl: A Novel;Patricia Hermes
0440910099;Face On the Milk Carton;Caroline B. Cooney
0590411292;Paper Tricks;Florence Temko
0684843560;WHEN ANGELS SPEAK : The Mystical Power Of Intimate Relationships;Martha Williamson
0553269151;Inherit the Wind;JEROME LAWRENCE
0486272753;Spoon River Anthology (Dover Thrift Editions);Edgar Lee Masters
067188803X;ADVENTURES OF HUCKLEBERRY FINN (ENRICHED CLASSIC ) : ADVENTURES OF HUCKLEBERRY FINN;Mark Twain
1562451650;Great Quotes from Great Teachers;Marlene Rimler
009938860X;Chains;Douglas Scott
0743202198;Change Me into Zeus's Daughter: A Memoir;Barbara Robinette Moss
0441371574;Invasion: Earth;Harry Harrison
0440111498;Cat's Cradle;Kurt Vonnegut
0553273078;Stainless Steel Rat Gets Drafted (Stainless Steel Rat Books (Paperback));Harry Harrison
0345321421;Limits;Larry Niven
0553286587;Rama II: The Sequel to Rendezvous with Rama;Arthur C. Clarke
0843952202;The Temptation;Claudia Dain
0373227388;Bodyguard /Husband : Ultimate Agents (Harlequin Intrigue Series);Mallory Kane
0778320065;Grave Concerns (Mira);Gwen Hunter
0515121495;The List;Steven Paul Martini
0743456351;A Man to Call My Own : A Novel;Johanna Lindsey
0316804924;The Discovery of Animal Behaviour;John Sparks
080506270X;A Field Guide to Demons, Fairies, Fallen Angels and Other Subversive Spirits;Carol K. Mack
0316130133;Family Trade;James Carroll
0425132951;The House of Thunder;Dean R. Koontz
0380759470;Xanth 13: Isle of View;Piers Anthony
0330303112;Deadlock;Colin Forbes
0895888041;DOS 5 Instant Reference;Robert M. Thomas
1568849052;Unix for Dummies (TRANS/DUM);John R. Levine
0764550551;Weddings for Dummies;Marcy  Blum
0782903800;Barney's Favorite Mother Goose Rhymes (Volume 2);Stephen White
0782903363;Barney's Favorite Mother Goose Rhymes, Volume I;Stephen White
1570641218;What Would Barney Say?;Sheryl Leach
0671648462;YOU WERE BORN AGAIN : YOU WERE BORN AGAIN;Dick Sutphen
0811833615;The Bad Girl's Guide to the Party Life;Cameron Tuttle
0811821706;The Bad Girl's Guide to the Open Road;Cameron Tuttle
1558747613;Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning (Chicken Soup for the Soul);Jack Canfield
0679755330;A Raisin in the Sun;LORRAINE HANSBERRY
0451526732;Narrative of the Life of Frederick Douglass: An American Slave (Signet Classics (Paperback));Frederick Douglass
0425083896;Books of Blood, Vol. 1;Clive Barker
0451525795;My Antonia (Signet Classic);Willa Cather
0451188454;The Bone Collector (Lincoln Rhyme Novels (Paperback));Jeff Deaver
3499136457;Venusneid.;Rita Mae Brown
0759615365;Life in a Rapidly Changing World (New Economy Self-Development);Pauline Tai
0312874472;Witness for the Dead;Michael Fredrickson
0806516542;The Lost Stories of Louisa May Alcott;Louisa May Alcott
0671704834;INTO THE BLUE : INTO THE BLUE;Robert Goddard
0425166392;Guilty Pleasures;Lawrence Sanders
1558745718;Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul);Jack Canfield
1740592409;Lonely Planet Victoria (Lonely Planet Victoria);Chris Rowthorn
0425176932;Breaking Point (Tom Clancy's Net Force, No. 4);Steve Perry
0881030368;1984 (Signet Classics (Paperback));George Orwell
1565117794;Life of Pi;Yann Martel
0553580604;Callahan's Key;Spider Robinson
340778063X;Das Geheimnis des siebten Weges;Tonke Dragt
3791535560;Heimatlos. ( Ab 12 J.).;Hector Malot
3442424402;ZwÃ?Â¶lf Geschichten aus der Fremde.;Gabriel Garcia Marquez
0440219507;Troubling a Star;Madeleine L'Engle
3446152962;Das Phantom der Oper.;Gaston Leroux
8806162160;Un Amore Dell'altro Mondo;Pinclo
8806142100;Io Non Ho Paura;Niccolo Ammaniti
3746615429;Die Truhen des Arcimboldo. Nach den TagebÃ?Â¼chern des Heinrich Wilhelm Lehmann.;Hanjo Lehmann
2070374807;Sa Majeste Des Mouches;William Golding
2070401685;L'Ile des Gauchers;Alexandre Jardin
2253006629;L'Arrache-coeur: Roman (Livre de poche);Boris Vian
044021632X;The Angel Maker;Ridley Pearson
0590474782;Twins;Caroline B. Cooney
0425117383;At Risk;Alice Hoffman
0141308133;The Empress of Elsewhere: A Novel;Theresa Nelson
0385260431;A Different Kind of Christmas;Alex Haley
0860682552;I'm not complaining (Virago modern classics);Ruth Adam
055321019X;Emma;Jane Austen
0060971185;The Housewife and the Assassin;Susan Trott
1580622119;Come Rain or Come Shine: Friendships Between Women;Linda Bucklin
074343059X;Geisha of Gion: The Memoir of Mineko Iwasaki;Mineko Iwasaki
0060090375;Lucy Sullivan Is Getting Married;Marian Keyes
1582343047;How to Cook a Tart;Nina Killham
0520216202;Asphalt Nation: How the Automobile Took over America, and How We Can Take It Back;Jane Holtz Kay
0380711516;Fulton County;James Goldman
0890439702;Consumer Reports Buying Guide 2003 (Consumer Reports Buying Guide, 2003);Consumer Reports Magazine
0689866364;The Outcasts of 19 Schuyler Place;E.L. Konigsburg
0312984294;The Corrections;Jonathan Franzen
0575047798;The Colloghi Conspiracy;Douglas Hill
0800758889;Grace by the Cup: A Break from the Daily Grind;Louise Bergmann Dumont
0743252136;Domestic Bliss : Simple Ways to Add Style to Your Life;Rita Konig
0812932773;The 50 Greatest Love Letters of All Time;David H. Lowenherz
3551580561;Fanny und Pepsi. ( Ab 12 J.).;Corinna Belz
0399139745;Wild Horses;Dick Francis
0679762671;A Dog's Life;Peter Mayle
0140196226;If the Buddha Married: Creating Enduring Relationships on a Spiritual Path;Charlotte, Ph.D. Kasl
0140143505;84 Charing Cross Road;Helene Hanff
0671743503;Object of My Affection;Stephen McCauley
0345413881;Dr. Death (Alex Delaware Novels (Paperback));Jonathan Kellerman
0553289691;SKINNY LEGS AND ALL;TOM ROBBINS
0671851047;Game Ten;James Long
0140042407;Tortilla Flat;John Steinbeck
344203079X;Der HÃ?Â¼ter des Kelchs. Ein Albert- Campion- Roman.;Margery Allingham
0765303418;Catspaw (Cat);Joan D. Vinge
0786000872;The Promise;Mandalyn Kaye
0140179178;Great Jones Street (Contemporary American Fiction);Don DeLillo
0812550757;Speaker for the Dead (Ender Wiggins Saga (Paperback));Orson Scott Card
067087311X;Icy Sparks;Gwynn Rubio
0679721886;The Woman Warrior : Memoirs of a Girlhood Among Ghosts;MAXINE HONG KINGSTON
0394575202;The Power of One;Bryce Courtenay
0451187849;We the Living;Ayn Rand
0451163966;One Flew Over the Cuckoo's Nest;Ken Kesey
0449911659;Rabbit, Run;John Updike
0553571338;The Giver;LOIS LOWRY
0671041584;Blood Washes Blood : A True Story of Love, Murder, and Redemption Under the Sicilian Sun;Frank Viviano
0151189781;Collected Poems, 1909-1962;T. S. Eliot
8806155466;LA Luna E I Falo;Cesare Pavese
8806150405;Le Piccole Virtu;Natalia Ginzburg
0812564669;Household Gods;Judith Tarr
0765302365;Second Spring: A Love Story;Andrew M. Greeley
0446605905;The Ragman's Memory (Joe Gunther Mysteries (Paperback));Archer Mayor
0525946829;Quentins;Maeve Binchy
0399138013;November of the Heart;Lavyrle Spencer
0880707682;Chosen (Palisades Pure Romance);Bergren
0152550860;The Moffat Museum;Eleanor Estes
1556618603;Masquerade (Portraits);B. J. Hoff
0590060198;The BFG;Roald Dahl
0671868403;COLLEGE WEEKEND: FEAR STREET #32 : COLLEGE WEEKEND;R.L. Stine
0553570080;The House of Death (Sweet Valley University Thriller Edition , No 4);Laurie John
0671550284;STARLIGHT CRYSTAL : STARLIGHT CRYSTAL;Christopher Pike
0671736825;GIMME A KISS : GIMME A KISS;Christopher Pike
0671008749;FEAR HALL THE BEGINNING;R.L. Stine
0671002929;The HIDDEN EVIL FEAR STREET SAGAS 5;R.L. Stine
0812570758;Species II: A Novel;Yvonne Navarro
0812540239;The Mongoose Man;Nicholas Van Pelt
0553292323;JESSICA AGAINST BRUCE (Sweet Valley High, No. 86);FRANCINE PASCAL
981305607X;True Singapore Ghost Stories : Book 8;Russell Lee
0671736809;GRADUATION (FINAL FRIENDS 3) : GRADUATION (Final Friends, No 3);Christopher Pike
0671019287;The DANCE FINAL FRIENDS 2;Christopher Pike
0671736787;The PARTY (FINAL FRIENDS 1) : THE PARTY (Final Friends, No 1);Christopher Pike
0553158937;The Ghost in the Bell Tower (Sweet Valley Twins and Friends Super Chiller, No 4);Francine Pascal
0553158597;The Carnival Ghost (Sweet Valley Twins and Friends Super Chiller, No 3);Francine Pascal
0553157671;The Christmas Ghost (Sweet Valley Twins and Friends Super Chiller, 1);Francine Pascal
0553481975;Don't Talk to Brian (Sweet Valley Twins, 94);Francine Pascal
0553158015;Ghost in the Graveyard (Sweet Valley Twins and Friends Super Chiller, No 2);Francine Pascal
0553483471;The Twins Go to College (Sweet Valley Twins Super Edition, No 9);Jamie Suzanne
0553480510;The Magic Christmas (Sweet Valley Twins and Friends Magna Edition, No 1);Francine Pascal
0553480618;Jessica and the Earthquake (Sweet Valley Twins and Friends, No 75);Jamie Suzanne
0553482491;Big for Christmas (Sweet Valley Twins and Friends Magna Edition, 3);Jamie Suzanne
0553159526;The Big Party Weekend (Sweet Valley Twins and Friends, No 54);Francine Pascal
